"IDCAL";"FOODNAME";"CALORIE";"PROTEIN";"FATS";"CARBHDRT";"CALCIUM";"PHOSPHOR";"IRON";"VITA";"VITB1";"VITC";"amount";"FWEIGHT";"added";"ISACTIVE"
653;"Nasi beras giling pelita II/1";158.0;4.0;0.5;33.2;28.0;50.0;0.8;0.0;0.07;0.0;100.0;100;"admin";1
654;"Nasi beras tumbuk pelita I/1";166.0;4.2;0.5;35.0;32.0;75.0;0.3;0.0;0.08;0.0;100.0;100;"admin";1
655;"Nasi beras tumbuk pelita II/1";144.0;3.6;0.4;30.6;21.0;45.0;0.8;0.0;0.1;0.0;100.0;100;"admin";1
656;"Nasi goreng";138.0;1.6;1.6;15.1;2.4;0.0;0.33;0.0;0.43;0.0;100.0;50;"admin";1
657;"Nasi goreng+telur (Menu Pgln)";198.0;6.4;0.0;0.0;21.0;0.0;0.9;297.0;0.03;0.0;100.0;100;"admin";1
658;"Nasi tim (Menu Pgln)";120.0;2.3;0.0;0.0;3.3;0.0;0.0;0.0;0.0;0.0;100.0;100;"admin";1
659;"Nasi uduk";152.0;2.6;2.6;7.0;0.02;0.0;0.21;0.0;0.0;0.0;100.0;60;"admin";1
660;"Onde-onde";101.0;2.9;3.1;15.5;0.02;0.0;1.57;0.0;0.0;0.0;100.0;35;"admin";1
661;"Ongol-ongol";23.0;0.3;1.2;2.8;0.01;0.0;0.2;0.0;0.0;0.0;100.0;20;"admin";1
662;"Ongol-ongol sagu";111.0;0.3;2.7;21.2;79.0;15.0;1.7;0.0;0.06;0.0;100.0;100;"admin";1
663;"Opak singkong";47.0;1.8;2.1;5.2;30.0;0.0;0.6;0.0;0.09;0.0;100.0;5;"admin";1
664;"Papais";107.0;2.4;1.3;21.6;0.01;0.0;0.1;0.0;0.0;0.0;100.0;80;"admin";1
665;"Pastel";208.0;5.2;15.4;31.4;0.02;0.0;0.1;0.0;0.0;0.0;100.0;90;"admin";1
666;"Perkedel kentang";439.0;15.77;7.13;79.62;76.0;337.0;4.47;526.0;0.5;70.0;100.0;100;"admin";1
667;"Pilus";257.0;0.5;13.9;32.5;0.32;0.0;0.7;0.0;0.0;0.0;100.0;50;"admin";1
668;"Putu";21.0;0.3;0.6;3.7;0.01;0.0;0.12;0.0;0.0;0.0;100.0;10;"admin";1
669;"Rarawuan";118.0;2.9;3.4;19.0;0.42;0.0;0.31;0.0;0.0;0.0;100.0;40;"admin";1
670;"Risoles";134.0;2.1;1.4;28.2;2.7;0.0;0.56;0.0;0.0;0.0;100.0;40;"admin";1
671;"Roti gambang";70.0;1.5;0.4;15.1;4.7;0.0;0.47;0.0;0.0;0.0;100.0;20;"admin";1
672;"Roti isi coklat";215.0;5.29;1.9;44.95;15.0;94.0;1.24;2.0;0.06;0.0;100.0;100;"admin";1
673;"Roti isi kacang";217.0;6.0;0.23;45.65;15.0;74.0;0.99;8.0;0.09;0.0;100.0;100;"admin";1
674;"Roti isi kelapa (manis)";518.0;13.7;30.0;48.4;0.0;0.0;0.0;0.0;0.0;0.0;100.0;100;"admin";1
675;"Roti kukus";249.0;5.1;2.1;52.5;0.0;0.0;0.0;0.0;0.0;0.0;100.0;100;"admin";1
676;"Sagu ambon";338.0;0.6;0.3;83.1;16.0;0.0;10.8;0.0;0.0;0.0;100.0;100;"admin";1
677;"Serabi";245.0;6.0;5.0;43.9;22.0;20.0;2.6;0.0;0.0;0.0;100.0;100;"admin";1
678;"Singkong goreng";57.0;0.2;3.6;5.6;0.7;0.0;0.12;0.0;0.1;2.0;100.0;20;"admin";1
679;"Siomay";162.0;7.5;3.8;24.4;3.56;0.0;2.41;0.0;0.0;0.0;100.0;170;"admin";1
680;"Soun";351.0;11.3;0.0;76.5;0.0;0.0;0.0;0.0;0.0;0.0;100.0;100;"admin";1
681;"Sriping talas kebumen";478.0;2.5;21.2;69.2;112.0;118.0;2.3;0.0;0.25;0.0;100.0;100;"admin";1
682;"Supermi (Menu Pgln)";113.0;0.6;0.0;0.0;13.8;0.0;0.6;0.0;0.0;0.0;100.0;100;"admin";1
683;"Supermi+telor (Menu Pgln)";166.0;6.8;0.0;0.0;34.0;0.0;1.8;289.0;0.03;0.0;100.0;100;"admin";1
684;"Suweg kukus";93.0;1.5;0.1;21.9;50.0;58.0;0.8;0.0;0.09;0.0;100.0;100;"admin";1
685;"Talas kukus";120.0;1.5;0.3;28.2;31.0;63.0;0.7;0.0;0.05;2.0;100.0;100;"admin";1
686;"Tapai beras ketan hitam";166.0;3.8;1.0;34.4;8.0;106.0;1.6;0.0;0.02;0.0;100.0;100;"admin";1
687;"Tapai beras ketan putih";172.0;3.0;0.5;37.5;6.0;35.0;0.5;0.0;0.04;0.0;100.0;100;"admin";1
688;"Ubi jalar goreng";48.0;1.1;0.4;16.6;12.0;0.0;0.28;1752.0;0.32;2.0;100.0;30;"admin";1
689;"Ubi jalar kukus";100.0;0.7;0.3;23.8;44.0;46.0;0.4;0.0;0.0;16.0;100.0;100;"admin";1
690;"Ubi jalar rebus";74.0;0.9;6.2;16.6;18.0;0.0;0.4;2328.0;0.41;6.0;100.0;65;"admin";1
691;"Ubi jalar sayur";110.0;0.8;0.2;13.5;5.1;0.0;0.12;582.0;0.11;3.0;100.0;60;"admin";1
692;"Ubi kemayung kukus";165.0;0.9;0.2;39.8;20.0;23.0;0.8;0.0;0.02;0.0;85.0;100;"admin";1
693;"Ampas tahu kukus";75.0;4.1;2.1;10.7;203.0;60.0;1.3;0.0;0.07;82.5;100.0;100;"admin";0
694;"Biji jambu mete goreng";629.0;21.5;56.6;19.8;502.0;493.0;8.0;0.0;0.18;0.0;100.0;100;"admin";1
695;"Botok lamtoro";186.0;11.7;9.7;13.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;100;"admin";1
696;"Bubur kacang ijo";106.0;3.9;3.6;14.6;0.0;0.0;0.0;0.0;0.0;0.0;100.0;100;"admin";1
697;"Bubur kacang ijo (Menu Pgln)";204.0;5.9;0.0;0.0;95.8;0.0;2.0;34.0;0.14;2.4;100.0;100;"admin";1
698;"Emping goreng asin";431.0;11.1;16.2;63.0;77.0;0.0;0.0;0.0;0.08;0.0;100.0;100;"admin";1
699;"Emping goreng manis";439.0;10.0;16.4;65.7;66.0;225.0;0.0;0.0;0.1;0.0;100.0;100;"admin";1
700;"Emping goreng tipis";485.0;11.5;24.5;59.1;85.0;218.0;0.0;0.0;0.11;0.0;100.0;100;"admin";1
701;"Goreng oncom";109.0;2.2;5.8;12.1;0.01;0.0;4.29;0.0;0.0;0.0;100.0;30;"admin";1
702;"Kacang atom";533.0;27.8;38.1;28.8;87.0;423.0;3.0;0.0;0.06;0.0;100.0;100;"admin";1
703;"Kacang babi bogor goreng";479.0;12.7;23.2;58.9;135.0;184.0;2.9;0.0;0.0;0.0;100.0;100;"admin";1
704;"Kacang babi bogor rebus";161.0;7.7;2.8;27.1;56.0;134.0;1.4;0.0;0.0;0.0;35.0;100;"admin";1
705;"Kacang babi kecipir rebus";204.0;16.9;8.8;17.5;230.0;180.0;3.3;0.0;0.02;0.0;100.0;100;"admin";1
706;"Kacang gude rebus";147.0;9.0;0.5;27.5;50.0;175.0;2.0;0.0;0.1;0.0;100.0;100;"admin";1
707;"Kacang hijau rebus";109.0;8.7;0.5;18.3;95.0;149.0;1.5;0.0;0.12;33.0;100.0;100;"admin";1
708;"Kacang kapri goreng";89.0;3.8;2.2;13.1;0.01;0.0;0.47;0.0;0.0;0.0;100.0;20;"admin";1
709;"Kacang kedelai goreng";521.0;32.2;37.7;22.9;296.0;800.0;6.5;0.0;0.4;0.0;100.0;100;"admin";1
710;"Kacang kedelai rebus";189.0;20.2;8.2;12.7;91.0;270.0;3.9;0.0;0.2;0.0;100.0;100;"admin";1
711;"Kacang kulit";628.0;30.7;50.5;12.7;0.0;0.0;0.0;0.0;0.0;0.0;100.0;100;"admin";1
712;"Kacang merah kering rebus";158.0;10.3;0.9;28.2;160.0;149.0;3.7;0.0;0.2;0.0;971.0;100;"admin";1
713;"Kacang merah segar rebus";144.0;10.0;1.0;24.7;144.0;150.0;2.8;0.0;0.1;0.0;100.0;100;"admin";1
714;"Kacang sari";561.0;25.5;43.8;26.0;50.0;324.0;3.1;0.0;0.08;0.0;100.0;100;"admin";1
715;"Kacang sukro (DKBM P3G '90)";484.0;8.8;26.1;57.7;49.0;194.0;2.1;0.0;0.06;0.0;100.0;100;"admin";1
716;"Kacang sukro putih";122.0;1.3;6.4;14.9;0.01;0.0;0.2;0.0;0.0;0.0;100.0;25;"admin";1
717;"Kacang tanah goreng";564.0;25.5;44.4;25.5;106.0;390.0;4.1;0.0;0.4;0.0;100.0;100;"admin";1
718;"Kacang tanah rebus";77.0;2.8;6.2;2.6;8.4;0.0;0.0;0.0;0.0;1.0;100.0;20;"admin";1
719;"Kacang tanah rebus";220.0;10.6;18.0;8.0;89.0;273.0;1.9;0.0;0.1;0.0;100.0;100;"admin";1
720;"Kacang tanah sangan";560.0;29.5;43.0;24.1;107.0;366.0;4.1;0.0;0.31;0.0;100.0;100;"admin";1
721;"Kacang telur";187.0;2.5;5.2;31.2;0.02;0.0;0.15;0.0;0.0;0.0;100.0;25;"admin";1
722;"Kacang tolo rebus";138.0;10.7;1.1;22.6;165.0;172.0;4.0;0.0;0.01;0.0;100.0;100;"admin";1
723;"Kembang tahu rebus";90.0;10.7;4.0;4.7;85.0;0.0;0.0;0.0;0.0;0.0;100.0;100;"admin";1
724;"Kripik abadi besar";556.0;15.8;37.1;39.8;112.0;215.0;5.4;0.0;0.63;0.0;100.0;100;"admin";1
725;"Kripik murni";542.0;40.3;42.4;11.6;175.0;529.0;5.2;0.0;0.1;0.0;100.0;100;"admin";1
726;"Kripik murni";540.0;16.7;33.9;42.0;92.0;184.0;3.2;0.0;0.38;0.0;100.0;100;"admin";1
727;"Kripik oncom";598.0;8.3;43.8;42.6;85.0;153.0;27.0;0.0;1.13;0.0;100.0;100;"admin";1
728;"Kripik sedang";510.0;12.3;27.9;52.4;122.0;211.0;8.4;0.0;0.52;0.0;100.0;100;"admin";1
729;"Kripik telur";529.0;20.8;31.7;40.2;124.0;222.0;5.4;0.0;0.86;0.0;100.0;100;"admin";1
730;"Kripik tempe";581.0;12.1;40.6;41.7;237.0;116.0;6.9;0.0;0.35;0.0;100.0;100;"admin";1
731;"Kripik tempe goreng";542.0;40.3;42.4;11.5;175.0;0.0;5.2;0.0;0.1;0.0;100.0;100;"admin";1
732;"Noga kacang tanah";180.0;4.2;12.5;12.6;0.01;0.0;0.55;0.0;0.0;0.0;100.0;30;"admin";1
733;"Oncom hitam goreng";71.0;3.0;3.6;3.4;28.9;0.0;16.71;0.0;0.27;0.0;100.0;25;"admin";1
734;"Oncom hitam tepung";92.0;2.7;5.4;8.1;2.1;0.0;11.79;0.0;0.28;0.0;100.0;30;"admin";1
735;"Oncom merah bertepung";96.0;2.8;5.6;9.3;10.2;0.0;2.74;0.0;0.11;0.0;100.0;30;"admin";1
736;"Oncom merah goreng";92.0;1.7;8.0;3.3;1.0;0.0;2.87;0.0;0.24;0.0;100.0;25;"admin";1
737;"Oncom merah sayur (tumis)";4.0;0.2;0.2;0.3;1.2;0.0;0.26;1.0;0.08;0.0;100.0;10;"admin";1
738;"Pepes oncom";132.0;12.7;3.8;13.7;133.0;355.0;34.4;0.0;0.08;0.0;100.0;100;"admin";1
739;"Pepes oncom / ampas tahu";76.0;5.2;1.8;10.6;215.0;66.0;12.5;0.0;0.11;0.0;100.0;100;"admin";1
740;"Pepes taoco";184.0;11.4;5.5;22.2;72.0;463.0;6.0;0.0;0.32;0.0;100.0;100;"admin";1
741;"Rempeyek";513.0;17.5;32.5;44.3;65.0;202.0;2.6;0.0;0.1;0.0;100.0;100;"admin";1
742;"Rempeyek kacang tanah";513.0;17.5;32.5;44.3;65.0;202.0;2.6;0.0;0.1;0.0;100.0;100;"admin";1
743;"Rempeyek kacang tolo";451.0;11.2;20.2;59.7;156.0;221.0;4.6;0.0;0.02;0.0;100.0;100;"admin";1
744;"Rempeyek kacang uci";497.0;17.0;27.6;50.8;166.0;89.0;6.7;0.0;0.05;0.0;100.0;100;"admin";1
745;"Tahu goreng";32.0;1.4;2.8;0.3;21.2;0.0;0.13;0.0;0.1;0.0;100.0;25;"admin";1
746;"Tahu goreng (DKBM P3G '90)";115.0;9.7;8.5;2.5;229.0;200.0;4.1;0.0;0.01;0.0;100.0;100;"admin";1
747;"Tahu goreng (Menu Pgln)";143.0;9.6;0.0;0.0;124.0;0.0;0.0;0.0;0.6;0.0;100.0;100;"admin";1
748;"Tauco";158.0;11.3;5.4;18.1;235.0;682.0;7.6;0.0;0.0;0.0;100.0;100;"admin";1
749;"Tauco cap beruang";347.0;7.4;5.2;67.6;63.0;106.0;6.2;0.0;0.35;0.0;100.0;100;"admin";1
750;"Tauco cap das";358.0;7.5;4.3;70.4;94.0;94.0;4.5;0.0;0.29;0.0;100.0;100;"admin";1
751;"Tauco cap meong";159.0;7.4;4.9;21.3;183.0;84.0;10.1;0.0;0.46;0.0;100.0;100;"admin";1
752;"Tauji cap singa";277.0;9.1;4.7;49.6;68.0;106.0;3.0;0.0;0.15;0.0;100.0;100;"admin";1
753;"Tempe goreng";82.0;4.6;5.8;3.2;37.4;0.0;2.62;0.0;0.48;0.0;100.0;25;"admin";1
754;"Tempe goreng (Menu Pgln)";335.0;23.3;0.0;0.0;195.0;0.0;8.4;140.0;0.77;0.0;100.0;100;"admin";1
755;"Tempe murni goreng";350.0;24.5;26.6;10.4;202.0;296.0;4.9;0.0;0.24;0.0;100.0;100;"admin";1
756;"Tempe pasar goreng";336.0;20.0;28.0;7.8;156.0;350.0;3.0;0.0;0.1;0.0;100.0;100;"admin";1
757;"Tempe sayur";36.0;0.9;0.4;7.4;1.2;0.0;0.46;0.0;0.02;0.0;100.0;15;"admin";1
758;"Abon sapi";212.0;18.0;10.6;59.3;160.0;9000.0;12.4;0.1;0.5;0.1;100.0;100;"admin";0
759;"Abon sapi asli";358.0;14.6;16.1;38.6;165.0;136.0;14.6;9.0;0.13;0.0;100.0;100;"admin";0
760;"Ati ayam (buras)";112.0;18.3;3.2;2.6;0.0;0.0;0.0;0.0;0.0;0.0;100.0;100;"admin";1
761;"Ati ayam (ras)";105.0;16.6;3.4;2.1;0.0;0.0;0.0;0.0;0.0;0.0;100.0;100;"admin";1
762;"Ayam goreng (Menu Pgln)";595.0;30.5;0.0;0.0;14.0;0.0;1.5;810.0;0.16;0.0;100.0;100;"admin";1
763;"Ayam goreng buras mbok berek";295.0;39.2;13.6;1.0;114.0;278.0;5.4;26.0;0.19;0.0;100.0;100;"admin";1
764;"Ayam paha lengkap kalasan";275.0;37.4;12.2;1.3;116.0;237.0;5.8;34.0;0.1;0.0;100.0;100;"admin";1
765;"Ayam paha pasundan";245.0;33.1;11.4;0.3;90.0;283.0;7.3;27.0;0.37;0.0;100.0;100;"admin";1
766;"Ayam paha sukabumi";283.0;35.7;14.3;0.5;68.0;106.0;5.4;36.0;0.36;0.0;100.0;100;"admin";1
767;"Ayam pasundan";246.0;37.9;9.0;0.7;90.0;260.0;7.5;20.0;0.16;0.0;100.0;100;"admin";1
768;"Ayam ras dada church toxas";338.0;35.2;20.6;0.4;79.0;221.0;5.6;52.0;0.52;0.0;100.0;100;"admin";1
769;"Ayam ras dada kentucky";298.0;34.2;16.8;0.1;90.0;284.0;5.5;120.0;0.19;0.0;100.0;100;"admin";1
770;"Ayam ras dada pioner";295.0;37.4;14.7;0.6;108.0;236.0;6.8;52.0;0.1;0.0;100.0;100;"admin";1
771;"Ayam ras paha church";287.0;31.0;15.7;1.7;99.0;176.0;4.1;71.0;0.66;0.0;100.0;100;"admin";1
772;"Ayam ras paha kentucky";286.0;32.1;16.7;1.1;89.0;248.0;6.9;102.0;0.5;0.0;100.0;100;"admin";1
773;"Ayam sayap church";295.0;34.0;16.0;1.5;81.0;179.0;3.0;44.0;0.44;0.0;100.0;100;"admin";1
774;"Ayam sayap kentucky";297.0;35.9;15.2;1.6;103.0;227.0;4.4;72.0;0.73;0.0;100.0;100;"admin";1
775;"Ayam sukabumi";244.0;36.7;9.2;1.0;81.0;154.0;6.1;65.0;0.66;0.0;100.0;100;"admin";1
776;"Babi lawar";174.0;17.0;10.0;3.0;61.0;141.0;3.0;0.0;0.1;0.0;100.0;100;"admin";1
777;"Ceker ayam (buras)";197.0;20.6;11.5;2.7;0.0;0.0;0.0;0.0;0.0;0.0;100.0;100;"admin";1
778;"Ceker ayam (ras)";245.0;20.8;17.1;2.1;0.0;0.0;0.0;0.0;0.0;0.0;100.0;100;"admin";1
779;"Daging puyuh (goreng)";187.0;25.6;8.2;2.8;0.0;0.0;0.0;0.0;0.0;0.0;100.0;100;"admin";1
780;"Dendeng bekicot";441.0;48.7;20.3;15.8;692.0;523.0;16.6;91.0;0.48;0.0;100.0;100;"admin";1
781;"Paru goreng";488.0;39.4;36.5;0.4;39.0;497.0;18.4;0.0;0.0;0.0;100.0;100;"admin";1
782;"Penyu lawar";141.0;23.0;1.5;7.6;69.0;141.0;6.0;0.0;0.1;0.0;100.0;100;"admin";1
783;"Penyu sate";179.0;22.5;3.5;13.3;187.0;238.0;14.4;0.0;0.1;0.0;100.0;100;"admin";1
784;"Penyu serapah";174.0;13.1;12.2;2.2;72.0;186.0;9.5;438.0;0.06;0.0;100.0;100;"admin";1
785;"Pizza sapi";294.0;17.9;17.5;16.1;269.0;207.0;0.8;0.0;0.07;0.0;100.0;100;"admin";1
786;"Rawon";60.0;5.4;2.5;4.0;272.0;153.0;3.3;35.0;0.09;0.0;100.0;100;"admin";1
787;"Rempelo ayam";108.0;17.2;4.1;0.4;0.0;0.0;0.0;0.0;0.0;0.0;100.0;100;"admin";1
788;"Rempelo ayam (goreng)";270.0;32.3;11.2;9.9;0.0;0.0;0.0;0.0;0.0;0.0;100.0;100;"admin";1
789;"Rendang";193.0;22.6;7.9;7.8;474.0;211.0;14.9;69.0;0.12;0.0;100.0;100;"admin";1
790;"Rujak cingur";153.0;11.3;8.4;8.0;256.0;143.0;4.4;61.0;0.16;1.6;100.0;100;"admin";1
791;"Sapi rendang";193.0;22.6;7.9;7.8;474.0;211.0;14.9;69.0;0.12;0.0;100.0;100;"admin";1
792;"Sate ayam";227.0;41.3;6.1;1.8;17.0;405.0;2.2;5.0;0.13;0.0;100.0;100;"admin";1
793;"Sate daging kambing";211.0;41.7;4.9;0.0;44.0;412.0;2.7;5.0;0.13;0.0;100.0;100;"admin";1
794;"Sate daging lembu";219.0;38.9;6.7;0.8;8.0;391.0;3.6;7.0;0.15;0.0;100.0;100;"admin";1
795;"Sate kuah";151.0;14.9;1.3;20.0;26.0;162.0;1.7;22.0;0.06;0.0;100.0;100;"admin";1
796;"Sate kulit";22.0;3.1;0.1;2.3;0.01;0.0;0.01;0.0;0.0;0.0;100.0;20;"admin";1
797;"Sate perut lembu";218.0;22.6;11.5;6.1;18.0;321.0;5.8;24.0;0.05;0.0;100.0;100;"admin";1
798;"Sate usus";19.0;2.1;1.1;0.2;2.1;0.0;0.2;0.0;0.11;0.0;100.0;15;"admin";1
799;"Soto dengan daging";102.0;2.1;7.5;6.6;8.6;0.0;0.8;29.0;0.1;0.0;100.0;80;"admin";1
800;"Soto tanpa daging";82.0;0.3;6.0;6.7;8.8;0.0;0.77;28.0;0.09;0.0;100.0;70;"admin";1
801;"Sus isi ragout";221.0;7.5;10.2;24.8;0.0;0.0;0.0;0.0;0.0;0.0;100.0;100;"admin";1
802;"Usus ayam goreng";473.0;45.2;26.3;13.9;1407.0;458.0;8.4;20.0;0.57;0.0;100.0;100;"admin";1
803;"Telur ayam dadar";251.0;16.3;19.4;1.4;62.0;250.0;2.5;120.0;0.21;0.0;100.0;100;"admin";1
804;"Telur bebek dadar";301.0;20.0;23.7;0.0;71.0;600.0;9.2;404.0;0.35;0.0;100.0;100;"admin";1
805;"Telur ceplok (Menu Pgln)";240.0;11.0;0.0;0.0;54.0;0.0;2.7;900.0;0.1;0.0;100.0;100;"admin";1
806;"Telur dadar (Menu Pgln)";259.0;11.7;0.0;0.0;54.0;0.0;2.7;900.0;0.1;0.0;100.0;100;"admin";1
807;"Telur dadar+terigu (Menu Pgln)";289.0;10.7;0.0;0.0;48.9;0.0;2.5;600.0;0.01;0.0;100.0;100;"admin";1
808;"Telur puyuh";168.0;12.3;12.7;1.2;0.0;0.0;0.0;0.0;0.0;0.0;100.0;100;"admin";1
809;"Telur rebus (Menu Pgln)";154.0;12.2;0.0;0.0;54.0;0.0;2.7;900.0;0.1;0.0;100.0;100;"admin";1
810;"Bandeng presto";296.0;17.1;20.3;11.3;1422.0;659.0;1.9;19.0;0.14;0.0;100.0;100;"admin";1
811;"Belut dendeng goreng";382.0;55.7;14.1;8.0;1069.0;654.0;15.4;91.0;0.48;0.0;100.0;100;"admin";1
812;"Belut goreng";417.0;25.9;19.4;32.0;840.0;872.0;4.9;0.0;0.0;0.0;100.0;100;"admin";1
813;"Cumi-cumi goreng";265.0;40.6;10.1;0.0;62.0;270.0;2.7;0.0;0.09;0.0;100.0;100;"admin";1
814;"Dendeng mujahir goreng";598.0;74.3;26.9;9.2;1957.0;1447.0;7.4;60.0;0.19;0.0;100.0;100;"admin";1
815;"Empek kapal selam";190.0;13.2;6.6;19.4;500.0;155.0;1.5;5.0;0.33;0.0;100.0;100;"admin";1
816;"Empek kelesan";211.0;12.3;6.1;26.6;840.0;176.0;1.8;48.0;0.25;0.0;100.0;100;"admin";1
817;"Empek tangiri";173.0;7.2;1.2;33.4;164.0;80.0;3.1;0.0;0.02;0.0;100.0;100;"admin";1
818;"Empek-empek belida";156.0;4.2;1.4;31.6;100.0;55.0;3.3;0.0;0.03;0.0;100.0;100;"admin";1
819;"Gurame asam manis";192.0;12.7;10.1;12.7;283.0;169.0;1.1;63.0;0.1;0.0;100.0;100;"admin";1
820;"Ikan mas goreng (Menu Pgln)";182.0;18.1;0.0;0.0;20.0;0.0;2.0;150.0;0.5;0.0;100.0;100;"admin";1
821;"Ikan mas semur (Menu Pgln)";225.0;14.7;0.0;0.0;35.5;0.0;2.2;171.0;0.05;0.9;100.0;100;"admin";1
822;"Ikan tongkol (tuna)";117.0;23.2;2.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;100;"admin";1
823;"Ikan tongkol masak kuwah";119.0;15.7;3.5;6.1;0.0;0.0;0.0;0.0;0.0;0.0;100.0;100;"admin";1
824;"Kerupuk udang";17.0;0.7;1.5;2.6;14.9;0.0;0.06;0.0;0.01;0.0;100.0;5;"admin";1
825;"Lele dumbo/pecak";372.0;7.8;36.3;3.5;289.0;295.0;5.3;210.0;0.0;0.0;100.0;100;"admin";1
826;"Mujahir acar kuning";330.0;17.8;23.4;12.1;154.0;357.0;5.3;79.0;0.15;0.0;100.0;100;"admin";1
827;"Mujahir goreng";416.0;46.9;23.9;0.0;346.0;654.0;0.9;40.0;0.12;0.0;100.0;100;"admin";1
828;"Mujahir pepes";121.0;21.7;2.8;0.8;83.0;248.0;0.0;25.0;0.0;0.0;100.0;100;"admin";1
829;"Pecak lele";372.0;7.8;36.3;3.5;289.0;295.0;5.3;210.0;0.12;0.0;100.0;100;"admin";1
830;"Pepes ikan mas";209.0;15.2;11.3;11.8;686.0;530.0;6.1;10.0;0.13;0.0;100.0;100;"admin";1
831;"Petis";345.0;23.8;1.4;59.3;221.0;397.0;3.8;6.0;1.02;0.0;100.0;100;"admin";1
832;"Petis udang";345.0;23.8;1.4;59.3;221.0;397.0;3.8;6.0;1.02;0.0;100.0;100;"admin";1
833;"Tenggiri";109.0;21.5;2.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;100;"admin";1
834;"Teri blado";365.0;23.7;22.3;17.5;869.0;348.0;4.0;90.0;0.13;0.0;100.0;100;"admin";1
835;"Teripang dendeng goreng";462.0;39.1;32.4;3.5;499.0;616.0;96.4;6.0;1.37;0.0;100.0;100;"admin";1
836;"Acar timun";10.0;0.5;0.2;2.0;20.0;98.0;1.0;0.0;3.0;0.0;100.0;100;"admin";0
837;"Bayam kukus";30.0;1.3;0.7;5.8;239.0;35.0;5.7;0.0;0.02;32.0;100.0;100;"admin";1
838;"Bayam rebus";23.0;1.2;0.6;3.7;150.0;35.0;0.5;0.0;0.02;19.0;100.0;100;"admin";1
839;"Botok lamtoro";186.0;11.7;9.7;13.0;771.0;322.0;26.0;60.0;0.27;1.5;100.0;100;"admin";1
840;"Brongkos";141.0;15.3;3.3;12.6;87.0;97.0;5.1;13.0;0.4;0.0;100.0;100;"admin";1
841;"Buncis rebus";30.0;2.2;0.2;6.4;107.0;47.0;0.5;0.0;0.01;8.0;100.0;100;"admin";1
842;"Buntil daun talas";141.0;4.4;10.2;8.0;149.0;121.0;14.5;44.0;0.25;0.9;100.0;100;"admin";1
843;"Gado-gado";203.0;6.7;8.7;24.6;21.0;0.0;2.08;600.0;0.0;0.0;100.0;150;"admin";1
844;"Gado-gado (DKBM P3G '90)";137.0;6.1;3.2;21.0;301.0;135.0;7.5;10.0;0.1;1.0;100.0;100;"admin";1
845;"Gudeg";160.0;3.3;9.2;16.0;62.0;55.0;12.8;0.0;0.15;0.0;100.0;100;"admin";1
846;"Gulai pakis";143.0;4.0;11.4;6.0;548.0;124.0;1.7;35.0;0.35;0.8;100.0;100;"admin";1
847;"Kac. panjang rebus (Menu Pgln)";38.0;2.4;0.0;0.0;42.1;0.0;0.6;288.0;0.0;18.1;100.0;100;"admin";1
848;"Keredok";92.0;2.2;3.3;14.1;174.0;85.0;2.4;0.0;0.08;3.8;100.0;100;"admin";1
849;"Ketoprak";153.0;7.9;7.7;13.0;153.0;134.0;3.4;10.0;0.05;0.0;100.0;100;"admin";1
850;"Kripik bayam";586.0;4.9;40.6;50.2;236.0;117.0;3.6;0.0;0.16;0.0;100.0;100;"admin";1
851;"Pecel";243.0;11.14;12.53;31.72;267.0;333.0;3.54;10978.0;0.28;99.99;100.0;100;"admin";1
852;"Sayur asem";29.0;0.7;0.6;5.0;40.0;61.0;3.1;47.0;0.1;0.3;100.0;100;"admin";1
853;"Sayur daging ayam (Menu Pgln)";451.0;27.2;0.0;0.0;14.0;0.0;1.5;810.0;0.08;0.0;100.0;100;"admin";1
854;"Sayur daging sapi (Menu Pgln)";239.0;21.7;0.0;0.0;21.3;0.0;5.4;58.0;0.15;0.0;100.0;100;"admin";1
855;"Sayur kacang merah (Menu Pgln)";321.0;17.4;0.0;0.0;59.9;0.0;3.6;0.0;0.4;0.0;100.0;100;"admin";1
856;"Sayur lodeh";240.0;9.08;12.45;30.65;135.0;184.0;4.26;1465.0;0.14;29.0;100.0;100;"admin";1
857;"Sayur lodeh (Menu Pgln)";108.0;1.9;0.0;0.0;35.4;0.0;15.9;401.0;0.32;10.6;100.0;100;"admin";1
858;"Sayur sop";27.0;1.3;2.0;1.0;168.0;57.0;1.8;67.0;0.1;0.2;100.0;100;"admin";1
859;"Sayur sosin (Menu Pgln)";18.0;1.9;0.0;0.0;174.4;0.0;23.0;5129.0;0.08;81.0;100.0;100;"admin";1
860;"Sayur soup (Menu Pgln)";61.0;1.4;0.0;0.0;20.8;0.0;0.7;2141.0;0.08;18.8;100.0;100;"admin";1
861;"Sayur tahu sosin (Menu Pgln)";92.0;4.3;0.0;0.0;74.7;0.0;6.4;1428.0;0.03;22.6;100.0;100;"admin";1
862;"Sayur tahu toge (Menu Pgln)";114.0;3.4;0.0;0.0;47.9;0.0;0.2;0.0;0.02;3.3;100.0;100;"admin";1
863;"Sayur telur wortel (Menu Pgln)";140.0;10.7;0.0;0.0;52.7;0.0;2.7;2380.0;0.07;0.7;100.0;100;"admin";1
